OG1_5_4873: Emihu1|449185 Emi219|CAMPEP_0187754512 Emi379|CAMPEP_0187623120 Emi370|CAMPEP_0187672074 Emi374|CAMPEP_0187602470
OG1_5_6757: Emi219|CAMPEP_0187802818 Emi374|CAMPEP_0187581638 Emi379|CAMPEP_0187631772 Emi370|CAMPEP_0187719096 Emihu1|445032
OG1_5_6758: Emi219|CAMPEP_0187802820 Emi379|CAMPEP_0187642732 Emi374|CAMPEP_0187585716 Emi370|CAMPEP_0187685012 Emihu1|456421
OG1_5_6760: Emi219|CAMPEP_0187802930 Emi370|CAMPEP_0187684734 Emi374|CAMPEP_0187610984 Emi379|CAMPEP_0187657490 Emihu1|452899
OG1_5_6762: Emi219|CAMPEP_0187760082 Emihu1|63063 Emi374|CAMPEP_0187606756 Emi379|CAMPEP_0187617164 Emi370|CAMPEP_0187727638
OG1_5_6763: Emi219|CAMPEP_0187802974 Emi370|CAMPEP_0187664702 Emi379|CAMPEP_0187622066 Emi374|CAMPEP_0187582050 Emihu1|458697
OG1_5_6764: Emi219|CAMPEP_0187802980 Emi379|CAMPEP_0187624458 Emihu1|360925 Emi370|CAMPEP_0187705570 Emi374|CAMPEP_0187601040
OG1_5_6765: Emi219|CAMPEP_0187802984 Emi370|CAMPEP_0187731774 Emihu1|108424 Emi379|CAMPEP_0187618594 Emi374|CAMPEP_0187607552
OG1_5_6766: Emi219|CAMPEP_0187803032 Emi379|CAMPEP_0187621858 Emi374|CAMPEP_0187584762 Emi370|CAMPEP_0187688262 Emihu1|466309
OG1_5_6767: Emi374|CAMPEP_0187609424 Emi219|CAMPEP_0187761238 Emi370|CAMPEP_0187719818 Emi379|CAMPEP_0187612592 Emihu1|61273
OG1_5_6768: Emi219|CAMPEP_0187803112 Emihu1|96478 Emi370|CAMPEP_0187688356 Emi379|CAMPEP_0187622626 Emi374|CAMPEP_0187583926
OG1_5_6769: Emi219|CAMPEP_0187803172 Emi379|CAMPEP_0187655470 Emi370|CAMPEP_0187733230 Emi374|CAMPEP_0187580380 Emihu1|235729
OG1_5_6770: Emi219|CAMPEP_0187803230 Emi379|CAMPEP_0187613180 Emi374|CAMPEP_0187610722 Emihu1|449725 Emi370|CAMPEP_0187732908
OG1_5_6771: Emi219|CAMPEP_0187803236 Emi374|CAMPEP_0187581446 Emi379|CAMPEP_0187635014 Emihu1|66962 Emi370|CAMPEP_0187701126
OG1_5_6772: Emi219|CAMPEP_0187803296 Emi379|CAMPEP_0187656736 Emi370|CAMPEP_0187735840 Emi374|CAMPEP_0187610312 Emihu1|351378
OG1_5_6773: Emi219|CAMPEP_0187803358 Emi374|CAMPEP_0187597800 Emi379|CAMPEP_0187638092 Emihu1|423224 Emi370|CAMPEP_0187733072
OG1_5_6774: Emi219|CAMPEP_0187803604 Emi374|CAMPEP_0187586484 Emi370|CAMPEP_0187670910 Emihu1|464651 Emi379|CAMPEP_0187654964
OG1_5_6777: Emi219|CAMPEP_0187803788 Emi370|CAMPEP_0187683860 Emi374|CAMPEP_0187590362 Emi379|CAMPEP_0187624668 Emihu1|431771
OG1_5_6778: Emi219|CAMPEP_0187803896 Emihu1|113732 Emi370|CAMPEP_0187674870 Emi374|CAMPEP_0187611834 Emi379|CAMPEP_0187636660
OG1_5_6779: Emi219|CAMPEP_0187804042 Emi379|CAMPEP_0187630862 Emihu1|462827 Emi370|CAMPEP_0187699530 Emi374|CAMPEP_0187595238
OG1_5_6780: Emi219|CAMPEP_0187750898 Emihu1|203951 Emi374|CAMPEP_0187609278 Emi379|CAMPEP_0187633416 Emi370|CAMPEP_0187704724
OG1_5_6783: Emi219|CAMPEP_0187751862 Emi374|CAMPEP_0187606856 Emi379|CAMPEP_0187615558 Emi370|CAMPEP_0187713196 Emihu1|202791
OG1_5_6784: Emi219|CAMPEP_0187752110 Emi379|CAMPEP_0187620406 Emi374|CAMPEP_0187611256 Emi370|CAMPEP_0187732078 Emihu1|310007
OG1_5_6785: Emi219|CAMPEP_0187791830 Emi370|CAMPEP_0187661500 Emihu1|102319 Emi374|CAMPEP_0187590784 Emi379|CAMPEP_0187641818
OG1_5_6786: Emi219|CAMPEP_0187738170 Emi379|CAMPEP_0187626032 Emi374|CAMPEP_0187579106 Emi370|CAMPEP_0187684424 Emihu1|221695
OG1_5_6787: Emi219|CAMPEP_0187752836 Emi374|CAMPEP_0187577090 Emihu1|439295 Emi379|CAMPEP_0187616186 Emi370|CAMPEP_0187695746
OG1_5_6789: Emi219|CAMPEP_0187753872 Emi379|CAMPEP_0187627782 Emi370|CAMPEP_0187695212 Emi374|CAMPEP_0187582330 Emihu1|435820
OG1_5_6792: Emi219|CAMPEP_0187754906 Emi370|CAMPEP_0187661974 Emi379|CAMPEP_0187618616 Emi374|CAMPEP_0187602346 Emihu1|252585
OG1_5_6793: Emi219|CAMPEP_0187755160 Emi379|CAMPEP_0187645698 Emi374|CAMPEP_0187591068 Emi370|CAMPEP_0187718876 Emihu1|433456
OG1_5_6794: Emi219|CAMPEP_0187793852 Emi370|CAMPEP_0187680656 Emi374|CAMPEP_0187585108 Emi379|CAMPEP_0187628676 Emihu1|457350
OG1_5_6795: Emi219|CAMPEP_0187794276 Emi379|CAMPEP_0187638972 Emi370|CAMPEP_0187670864 Emihu1|208880 Emi374|CAMPEP_0187584982
OG1_5_6796: Emi219|CAMPEP_0187794278 Emihu1|96880 Emi370|CAMPEP_0187687162 Emi379|CAMPEP_0187632494 Emi374|CAMPEP_0187591064
OG1_5_6797: Emi219|CAMPEP_0187794282 Emi374|CAMPEP_0187589320 Emi370|CAMPEP_0187703246 Emi379|CAMPEP_0187623038 Emihu1|224551
OG1_5_6798: Emi219|CAMPEP_0187794284 Emi374|CAMPEP_0187582754 Emi379|CAMPEP_0187617222 Emi370|CAMPEP_0187720400 Emihu1|434976
OG1_5_6799: Emi219|CAMPEP_0187794598 Emi374|CAMPEP_0187605992 Emi379|CAMPEP_0187654040 Emi370|CAMPEP_0187687758 Emihu1|315105
OG1_5_6801: Emi219|CAMPEP_0187795270 Emihu1|449772 Emi370|CAMPEP_0187687656 Emi374|CAMPEP_0187576524 Emi379|CAMPEP_0187633968
OG1_5_6802: Emi219|CAMPEP_0187795616 Emi370|CAMPEP_0187680674 Emi379|CAMPEP_0187632386 Emi374|CAMPEP_0187602714 Emihu1|59294
OG1_5_6803: Emi219|CAMPEP_0187796672 Emihu1|463185 Emi379|CAMPEP_0187619352 Emi370|CAMPEP_0187699112 Emi374|CAMPEP_0187605826
OG1_5_6804: Emi219|CAMPEP_0187797000 Emihu1|103357 Emi374|CAMPEP_0187588142 Emi379|CAMPEP_0187612378 Emi370|CAMPEP_0187712782
OG1_5_6805: Emi219|CAMPEP_0187757572 Emihu1|462336 Emi370|CAMPEP_0187698444 Emi379|CAMPEP_0187619646 Emi374|CAMPEP_0187578496
OG1_5_6806: Emi219|CAMPEP_0187757956 Emi374|CAMPEP_0187590186 Emi379|CAMPEP_0187623794 Emi370|CAMPEP_0187705700 Emihu1|224946
OG1_5_6807: Emi219|CAMPEP_0187799146 Emi374|CAMPEP_0187579288 Emi370|CAMPEP_0187700596 Emi379|CAMPEP_0187620614 Emihu1|94940
OG1_5_6809: Emi219|CAMPEP_0187759778 Emi379|CAMPEP_0187658610 Emi370|CAMPEP_0187701654 Emi374|CAMPEP_0187596086 Emihu1|456264
OG1_5_6810: Emi219|CAMPEP_0187801170 Emihu1|437972 Emi370|CAMPEP_0187689520 Emi379|CAMPEP_0187626040 Emi374|CAMPEP_0187610636
OG1_5_6811: Emi219|CAMPEP_0187801172 Emi379|CAMPEP_0187622578 Emi374|CAMPEP_0187583276 Emi370|CAMPEP_0187703710 Emihu1|448599
OG1_5_6812: Emi219|CAMPEP_0187801494 Emi370|CAMPEP_0187703548 Emi379|CAMPEP_0187638906 Emi374|CAMPEP_0187579590 Emihu1|69651
OG1_5_6813: Emi219|CAMPEP_0187801498 Emihu1|43654 Emi370|CAMPEP_0187693888 Emi374|CAMPEP_0187592586 Emi379|CAMPEP_0187619762
OG1_5_6814: Emi219|CAMPEP_0187803052 Emi374|CAMPEP_0187609770 Emi379|CAMPEP_0187623872 Emi370|CAMPEP_0187698686 Emihu1|451333
OG1_5_6815: Emi219|CAMPEP_0187803044 Emihu1|441758 Emi374|CAMPEP_0187584194 Emi370|CAMPEP_0187665400 Emi379|CAMPEP_0187657344
OG1_5_6816: Emi219|CAMPEP_0187803118 Emi379|CAMPEP_0187620886 Emi370|CAMPEP_0187666990 Emihu1|415365 Emi374|CAMPEP_0187609974
OG1_5_6817: Emi219|CAMPEP_0187760096 Emi374|CAMPEP_0187600572 Emi379|CAMPEP_0187655380 Emi370|CAMPEP_0187732892 Emihu1|201100
OG1_5_6818: Emi219|CAMPEP_0187803198 Emihu1|53810 Emi370|CAMPEP_0187704790 Emi379|CAMPEP_0187631690 Emi374|CAMPEP_0187589930
OG1_5_6819: Emi219|CAMPEP_0187803240 Emihu1|64224 Emi379|CAMPEP_0187637190 Emi374|CAMPEP_0187608572 Emi370|CAMPEP_0187719438
OG1_5_6820: Emi219|CAMPEP_0187803258 Emi374|CAMPEP_0187610996 Emi379|CAMPEP_0187620186 Emi370|CAMPEP_0187731450 Emihu1|70030
OG1_5_6821: Emi219|CAMPEP_0187803306 Emi374|CAMPEP_0187592846 Emi379|CAMPEP_0187642746 Emi370|CAMPEP_0187699358 Emihu1|437762
OG1_5_6822: Emi219|CAMPEP_0187803314 Emi370|CAMPEP_0187662038 Emi379|CAMPEP_0187615216 Emi374|CAMPEP_0187604528 Emihu1|464891
OG1_5_6823: Emi219|CAMPEP_0187803318 Emi370|CAMPEP_0187677888 Emi379|CAMPEP_0187629512 Emihu1|457577 Emi374|CAMPEP_0187602198
OG1_5_6824: Emi219|CAMPEP_0187803376 Emi379|CAMPEP_0187630378 Emihu1|420746 Emi374|CAMPEP_0187588242 Emi370|CAMPEP_0187734652
OG1_5_6828: Emi219|CAMPEP_0187803988 Emi374|CAMPEP_0187576536 Emi379|CAMPEP_0187656760 Emi370|CAMPEP_0187664684 Emihu1|458956
OG1_5_6829: Emi219|CAMPEP_0187803986 Emi379|CAMPEP_0187626782 Emi370|CAMPEP_0187729984 Emihu1|74124 Emi374|CAMPEP_0187602980
OG1_5_6830: Emi219|CAMPEP_0187804058 Emi370|CAMPEP_0187672610 Emi379|CAMPEP_0187629520 Emi374|CAMPEP_0187608948 Emihu1|58679
OG1_5_6831: Emi219|CAMPEP_0187804064 Emi370|CAMPEP_0187692006 Emi374|CAMPEP_0187585694 Emihu1|194780 Emi379|CAMPEP_0187619532
OG1_5_6832: Emi219|CAMPEP_0187804122 Emi370|CAMPEP_0187665462 Emi379|CAMPEP_0187645520 Emi374|CAMPEP_0187599798 Emihu1|465032
OG1_5_6833: Emi219|CAMPEP_0187804134 Emi370|CAMPEP_0187729536 Emi379|CAMPEP_0187632946 Emihu1|420691 Emi374|CAMPEP_0187592146
OG1_5_6834: Emi219|CAMPEP_0187804202 Emi370|CAMPEP_0187735798 Emi374|CAMPEP_0187609246 Emihu1|117094 Emi379|CAMPEP_0187614266
OG1_5_6835: Emi219|CAMPEP_0187804210 Emi370|CAMPEP_0187709810 Emihu1|212574 Emi379|CAMPEP_0187620212 Emi374|CAMPEP_0187609128
OG1_5_6836: Emi219|CAMPEP_0187804212 Emi374|CAMPEP_0187585104 Emihu1|434451 Emi370|CAMPEP_0187683390 Emi379|CAMPEP_0187620858
OG1_5_6837: Emi219|CAMPEP_0187804272 Emi374|CAMPEP_0187606572 Emi379|CAMPEP_0187619876 Emi370|CAMPEP_0187733744 Emihu1|433216
OG1_5_6838: Emi219|CAMPEP_0187804364 Emihu1|199805 Emi370|CAMPEP_0187733398 Emi379|CAMPEP_0187623916 Emi374|CAMPEP_0187590706
OG1_5_6839: Emi219|CAMPEP_0187804438 Emihu1|452329 Emi370|CAMPEP_0187682646 Emi379|CAMPEP_0187656092 Emi374|CAMPEP_0187601028
OG1_5_6840: Emi219|CAMPEP_0187804502 Emi379|CAMPEP_0187613498 Emihu1|208792 Emi370|CAMPEP_0187669666 Emi374|CAMPEP_0187577580
OG1_5_6841: Emi219|CAMPEP_0187804516 Emi370|CAMPEP_0187665792 Emihu1|434731 Emi379|CAMPEP_0187620526 Emi374|CAMPEP_0187584642
OG1_5_6842: Emi219|CAMPEP_0187804594 Emihu1|449236 Emi370|CAMPEP_0187732300 Emi379|CAMPEP_0187654778 Emi374|CAMPEP_0187578778
OG1_5_6844: Emi219|CAMPEP_0187750700 Emi379|CAMPEP_0187617058 Emi374|CAMPEP_0187590510 Emi370|CAMPEP_0187726154 Emihu1|424199
OG1_5_6845: Emi219|CAMPEP_0187750914 Emi379|CAMPEP_0187638342 Emi374|CAMPEP_0187597736 Emi370|CAMPEP_0187700082 Emihu1|351420
OG1_5_6846: Emi219|CAMPEP_0187751162 Emi379|CAMPEP_0187637606 Emi374|CAMPEP_0187600844 Emi370|CAMPEP_0187713930 Emihu1|314817
OG1_5_6848: Emi219|CAMPEP_0187752124 Emi379|CAMPEP_0187627426 Emi370|CAMPEP_0187661590 Emi374|CAMPEP_0187577200 Emihu1|443149
OG1_5_6850: Emi219|CAMPEP_0187791848 Emihu1|445035 Emi379|CAMPEP_0187638484 Emi370|CAMPEP_0187672762 Emi374|CAMPEP_0187586152
OG1_5_6851: Emi219|CAMPEP_0187753124 Emi379|CAMPEP_0187628076 Emi374|CAMPEP_0187607000 Emi370|CAMPEP_0187666350 Emihu1|198557
OG1_5_6853: Emi219|CAMPEP_0187753354 Emihu1|465161 Emi379|CAMPEP_0187653602 Emi370|CAMPEP_0187722736 Emi374|CAMPEP_0187588826
OG1_5_6854: Emi219|CAMPEP_0187738212 Emihu1|468509 Emi370|CAMPEP_0187736012 Emi379|CAMPEP_0187631956 Emi374|CAMPEP_0187601192
OG1_5_6855: Emi219|CAMPEP_0187753670 Emi370|CAMPEP_0187672366 Emi379|CAMPEP_0187645834 Emi374|CAMPEP_0187597980 Emihu1|59853
OG1_5_6856: Emi219|CAMPEP_0187753882 Emihu1|115332 Emi374|CAMPEP_0187590806 Emi379|CAMPEP_0187639066 Emi370|CAMPEP_0187691260
OG1_5_6857: Emi219|CAMPEP_0187753886 Emi374|CAMPEP_0187583630 Emi370|CAMPEP_0187661822 Emihu1|432905 Emi379|CAMPEP_0187650916
OG1_5_6858: Emi219|CAMPEP_0187753900 Emi370|CAMPEP_0187660804 Emi374|CAMPEP_0187587168 Emi379|CAMPEP_0187633904 Emihu1|461719
OG1_5_6859: Emi219|CAMPEP_0187792982 Emi379|CAMPEP_0187643810 Emi370|CAMPEP_0187665854 Emi374|CAMPEP_0187591700 Emihu1|462224
OG1_5_6860: Emi219|CAMPEP_0187754422 Emi370|CAMPEP_0187661946 Emi374|CAMPEP_0187596730 Emi379|CAMPEP_0187622668 Emihu1|448031
OG1_5_6861: Emi219|CAMPEP_0187754664 Emi379|CAMPEP_0187656354 Emi370|CAMPEP_0187660352 Emihu1|107425 Emi374|CAMPEP_0187595692
OG1_5_6864: Emi219|CAMPEP_0187755182 Emi370|CAMPEP_0187680164 Emi374|CAMPEP_0187577876 Emi379|CAMPEP_0187619700 Emihu1|218662
OG1_5_6866: Emi219|CAMPEP_0187755370 Emi374|CAMPEP_0187601776 Emi370|CAMPEP_0187691064 Emihu1|108503 Emi379|CAMPEP_0187633706
OG1_5_6868: Emi219|CAMPEP_0187755800 Emi374|CAMPEP_0187590166 Emi370|CAMPEP_0187689040 Emi379|CAMPEP_0187638218 Emihu1|368609
OG1_5_6869: Emi219|CAMPEP_0187794298 Emihu1|440464 Emi374|CAMPEP_0187588460 Emi379|CAMPEP_0187615588 Emi370|CAMPEP_0187689072
OG1_5_6870: Emi219|CAMPEP_0187755892 Emihu1|250162 Emi374|CAMPEP_0187589974 Emi379|CAMPEP_0187641370 Emi370|CAMPEP_0187660066
OG1_5_6871: Emi219|CAMPEP_0187794614 Emi370|CAMPEP_0187661758 Emi379|CAMPEP_0187625542 Emi374|CAMPEP_0187594550 Emihu1|436052
OG1_5_6872: Emi219|CAMPEP_0187756052 Emihu1|312754 Emi370|CAMPEP_0187694794 Emi374|CAMPEP_0187578292 Emi379|CAMPEP_0187618844
OG1_5_6873: Emi219|CAMPEP_0187756046 Emihu1|99666 Emi370|CAMPEP_0187713816 Emi379|CAMPEP_0187657904 Emi374|CAMPEP_0187603554
OG1_5_6874: Emi219|CAMPEP_0187795286 Emihu1|455292 Emi379|CAMPEP_0187623216 Emi374|CAMPEP_0187578914 Emi370|CAMPEP_0187688436
OG1_5_6875: Emi219|CAMPEP_0187795636 Emi374|CAMPEP_0187578738 Emi370|CAMPEP_0187724048 Emi379|CAMPEP_0187617740 Emihu1|455435
OG1_5_6877: Emi219|CAMPEP_0187796338 Emi379|CAMPEP_0187616168 Emi370|CAMPEP_0187668594 Emi374|CAMPEP_0187601824 Emihu1|432817
OG1_5_6878: Emi219|CAMPEP_0187756632 Emi370|CAMPEP_0187697956 Emi379|CAMPEP_0187618604 Emihu1|455284 Emi374|CAMPEP_0187601436
OG1_5_6879: Emi219|CAMPEP_0187756640 Emi374|CAMPEP_0187593904 Emi379|CAMPEP_0187626768 Emi370|CAMPEP_0187694300 Emihu1|195717
OG1_5_6880: Emi219|CAMPEP_0187756780 Emihu1|314315 Emi374|CAMPEP_0187590552 Emi379|CAMPEP_0187630516 Emi370|CAMPEP_0187729292
OG1_5_6881: Emi219|CAMPEP_0187738644 Emi370|CAMPEP_0187705564 Emi379|CAMPEP_0187622928 Emi374|CAMPEP_0187583360 Emihu1|438199
OG1_5_6883: Emi219|CAMPEP_0187757972 Emi370|CAMPEP_0187702296 Emihu1|463384 Emi374|CAMPEP_0187576172 Emi379|CAMPEP_0187649486
OG1_5_6884: Emi219|CAMPEP_0187758390 Emihu1|108586 Emi370|CAMPEP_0187679570 Emi374|CAMPEP_0187587864 Emi379|CAMPEP_0187639778
OG1_5_6885: Emi219|CAMPEP_0187801180 Emihu1|440279 Emi374|CAMPEP_0187587752 Emi379|CAMPEP_0187654252 Emi370|CAMPEP_0187721916
OG1_5_6886: Emi219|CAMPEP_0187801176 Emi370|CAMPEP_0187718870 Emi374|CAMPEP_0187582288 Emi379|CAMPEP_0187642578 Emihu1|359311
OG1_5_6887: Emi219|CAMPEP_0187801186 Emi379|CAMPEP_0187615438 Emi374|CAMPEP_0187589866 Emi370|CAMPEP_0187722866 Emihu1|413744
OG1_5_6888: Emi219|CAMPEP_0187801196 Emi379|CAMPEP_0187648704 Emi370|CAMPEP_0187728504 Emi374|CAMPEP_0187610938 Emihu1|452918
OG1_5_6889: Emi219|CAMPEP_0187801508 Emi370|CAMPEP_0187688570 Emi374|CAMPEP_0187599862 Emihu1|454161 Emi379|CAMPEP_0187646258
OG1_5_6890: Emi219|CAMPEP_0187801514 Emi379|CAMPEP_0187646048 Emi374|CAMPEP_0187606758 Emi370|CAMPEP_0187722856 Emihu1|448690
OG1_5_6891: Emi219|CAMPEP_0187801524 Emihu1|63485 Emi374|CAMPEP_0187590616 Emi370|CAMPEP_0187673512 Emi379|CAMPEP_0187622686
OG1_5_6892: Emi219|CAMPEP_0187804140 Emi374|CAMPEP_0187576000 Emihu1|469382 Emi379|CAMPEP_0187618870 Emi370|CAMPEP_0187688272
OG1_5_6893: Emi219|CAMPEP_0187804304 Emi370|CAMPEP_0187661766 Emi374|CAMPEP_0187587336 Emihu1|447543 Emi379|CAMPEP_0187657282
OG1_5_6894: Emi219|CAMPEP_0187804386 Emi370|CAMPEP_0187687298 Emi374|CAMPEP_0187606538 Emi379|CAMPEP_0187651058 Emihu1|451987
OG1_5_6895: Emi219|CAMPEP_0187804524 Emi379|CAMPEP_0187653764 Emi370|CAMPEP_0187718574 Emi374|CAMPEP_0187606950 Emihu1|441078
OG1_5_6897: Emi219|CAMPEP_0187804620 Emihu1|113301 Emi370|CAMPEP_0187683082 Emi374|CAMPEP_0187605676 Emi379|CAMPEP_0187653458
OG1_5_6899: Emi219|CAMPEP_0187804794 Emihu1|194106 Emi370|CAMPEP_0187697508 Emi379|CAMPEP_0187613190 Emi374|CAMPEP_0187609478
OG1_5_6901: Emi219|CAMPEP_0187804874 Emi379|CAMPEP_0187634302 Emi370|CAMPEP_0187690682 Emi374|CAMPEP_0187599270 Emihu1|121170
OG1_5_6902: Emi219|CAMPEP_0187805036 Emi374|CAMPEP_0187598250 Emihu1|242189 Emi370|CAMPEP_0187674102 Emi379|CAMPEP_0187623176
OG1_5_6903: Emi219|CAMPEP_0187805364 Emi379|CAMPEP_0187642004 Emi374|CAMPEP_0187588576 Emi370|CAMPEP_0187731890 Emihu1|218228
OG1_5_6904: Emi219|CAMPEP_0187805454 Emi370|CAMPEP_0187667162 Emi379|CAMPEP_0187614756 Emi374|CAMPEP_0187586658 Emihu1|105287
OG1_5_6905: Emi219|CAMPEP_0187805462 Emi370|CAMPEP_0187727380 Emi374|CAMPEP_0187611680 Emihu1|207319 Emi379|CAMPEP_0187647422
OG1_5_6906: Emi219|CAMPEP_0187805506 Emihu1|435432 Emi374|CAMPEP_0187610178 Emi379|CAMPEP_0187658482 Emi370|CAMPEP_0187730686
OG1_5_6907: Emi219|CAMPEP_0187789954 Emi370|CAMPEP_0187719548 Emi379|CAMPEP_0187642242 Emi374|CAMPEP_0187598988 Emihu1|48468
OG1_5_6908: Emi219|CAMPEP_0187750944 Emihu1|360083 Emi370|CAMPEP_0187665264 Emi374|CAMPEP_0187587788 Emi379|CAMPEP_0187621986
OG1_5_6910: Emi219|CAMPEP_0187738096 Emi374|CAMPEP_0187602202 Emi379|CAMPEP_0187636654 Emi370|CAMPEP_0187719168 Emihu1|229541
OG1_5_6911: Emi219|CAMPEP_0187752656 Emi370|CAMPEP_0187684774 Emi374|CAMPEP_0187601944 Emi379|CAMPEP_0187614198 Emihu1|353084
OG1_5_6912: Emi219|CAMPEP_0187752866 Emi374|CAMPEP_0187610296 Emi379|CAMPEP_0187615774 Emi370|CAMPEP_0187677466 Emihu1|425771
OG1_5_6914: Emi219|CAMPEP_0187753150 Emi379|CAMPEP_0187638840 Emi370|CAMPEP_0187681896 Emihu1|450875 Emi374|CAMPEP_0187599500
OG1_5_6915: Emi219|CAMPEP_0187753676 Emihu1|100011 Emi379|CAMPEP_0187635130 Emi370|CAMPEP_0187680070 Emi374|CAMPEP_0187604946
OG1_5_6916: Emi219|CAMPEP_0187736300 Emi374|CAMPEP_0187585880 Emi370|CAMPEP_0187691480 Emihu1|104397 Emi379|CAMPEP_0187644274
OG1_5_6917: Emi219|CAMPEP_0187792620 Emi374|CAMPEP_0187611616 Emihu1|448740 Emi370|CAMPEP_0187705378 Emi379|CAMPEP_0187627146
OG1_5_6920: Emi219|CAMPEP_0187794304 Emi374|CAMPEP_0187606894 Emi370|CAMPEP_0187718760 Emihu1|199993 Emi379|CAMPEP_0187651480
OG1_5_6921: Emi219|CAMPEP_0187794312 Emihu1|222186 Emi379|CAMPEP_0187641694 Emi370|CAMPEP_0187679470 Emi374|CAMPEP_0187585436
OG1_5_6922: Emi219|CAMPEP_0187755914 Emi370|CAMPEP_0187668602 Emi379|CAMPEP_0187628352 Emihu1|112252 Emi374|CAMPEP_0187609450
OG1_5_6923: Emi219|CAMPEP_0187794626 Emi370|CAMPEP_0187667078 Emi379|CAMPEP_0187627744 Emihu1|443471 Emi374|CAMPEP_0187577184
OG1_5_6924: Emi219|CAMPEP_0187756772 Emi374|CAMPEP_0187596382 Emihu1|437469 Emi370|CAMPEP_0187688160 Emi379|CAMPEP_0187612826
OG1_5_6925: Emi219|CAMPEP_0187797714 Emi370|CAMPEP_0187696274 Emi379|CAMPEP_0187633114 Emi374|CAMPEP_0187597248 Emihu1|242071
OG1_5_6928: Emi219|CAMPEP_0187757424 Emi374|CAMPEP_0187574884 Emi370|CAMPEP_0187730962 Emi379|CAMPEP_0187632368 Emihu1|463197
OG1_5_6929: Emi219|CAMPEP_0187757420 Emi370|CAMPEP_0187688640 Emi374|CAMPEP_0187584490 Emihu1|198894 Emi379|CAMPEP_0187619260
OG1_5_6930: Emi219|CAMPEP_0187757430 Emi374|CAMPEP_0187589510 Emi370|CAMPEP_0187668784 Emihu1|436342 Emi379|CAMPEP_0187619816
OG1_5_6931: Emi219|CAMPEP_0187738672 Emi370|CAMPEP_0187680708 Emihu1|61494 Emi379|CAMPEP_0187643216 Emi374|CAMPEP_0187584048
OG1_5_6933: Emi219|CAMPEP_0187738698 Emi370|CAMPEP_0187722644 Emi379|CAMPEP_0187623054 Emihu1|216821 Emi374|CAMPEP_0187581644
OG1_5_6934: Emi219|CAMPEP_0187757796 Emi374|CAMPEP_0187577668 Emi370|CAMPEP_0187692576 Emi379|CAMPEP_0187615882 Emihu1|447414
OG1_5_6936: Emi219|CAMPEP_0187758170 Emi379|CAMPEP_0187613640 Emi370|CAMPEP_0187686234 Emi374|CAMPEP_0187585318 Emihu1|108608
OG1_5_6937: Emi219|CAMPEP_0187758396 Emihu1|235010 Emi370|CAMPEP_0187675974 Emi374|CAMPEP_0187583690 Emi379|CAMPEP_0187613052
OG1_5_6938: Emi219|CAMPEP_0187758402 Emihu1|230326 Emi379|CAMPEP_0187615650 Emi374|CAMPEP_0187579826 Emi370|CAMPEP_0187669686
OG1_5_6939: Emi219|CAMPEP_0187804934 Emihu1|441326 Emi374|CAMPEP_0187592540 Emi379|CAMPEP_0187626676 Emi370|CAMPEP_0187662748
OG1_5_6942: Emi219|CAMPEP_0187805042 Emi370|CAMPEP_0187677612 Emi379|CAMPEP_0187634436 Emi374|CAMPEP_0187578826 Emihu1|444740
OG1_5_6944: Emi219|CAMPEP_0187805112 Emihu1|452369 Emi379|CAMPEP_0187623788 Emi374|CAMPEP_0187581686 Emi370|CAMPEP_0187661674
OG1_5_6945: Emi219|CAMPEP_0187805116 Emi370|CAMPEP_0187694692 Emi374|CAMPEP_0187579676 Emihu1|451420 Emi379|CAMPEP_0187634804
OG1_5_6946: Emi219|CAMPEP_0187805596 Emihu1|440811 Emi370|CAMPEP_0187700772 Emi374|CAMPEP_0187607894 Emi379|CAMPEP_0187612994
OG1_5_6947: Emi219|CAMPEP_0187805154 Emihu1|467072 Emi379|CAMPEP_0187653846 Emi374|CAMPEP_0187591848 Emi370|CAMPEP_0187665810
OG1_5_6948: Emi219|CAMPEP_0187805174 Emi370|CAMPEP_0187730264 Emi374|CAMPEP_0187609820 Emi379|CAMPEP_0187656580 Emihu1|436832
OG1_5_6950: Emi219|CAMPEP_0187805228 Emi374|CAMPEP_0187583772 Emi370|CAMPEP_0187688594 Emihu1|437424 Emi379|CAMPEP_0187628468
OG1_5_6951: Emi219|CAMPEP_0187805240 Emi370|CAMPEP_0187734404 Emi379|CAMPEP_0187658474 Emihu1|448086 Emi374|CAMPEP_0187611618
OG1_5_6952: Emi219|CAMPEP_0187805270 Emi370|CAMPEP_0187692814 Emi374|CAMPEP_0187598926 Emi379|CAMPEP_0187644790 Emihu1|432509
OG1_5_6953: Emi219|CAMPEP_0187805278 Emi370|CAMPEP_0187735924 Emihu1|437971 Emi374|CAMPEP_0187591368 Emi379|CAMPEP_0187631380
OG1_5_6954: Emi219|CAMPEP_0187805286 Emi374|CAMPEP_0187583864 Emi379|CAMPEP_0187641778 Emi370|CAMPEP_0187734904 Emihu1|195307
OG1_5_6955: Emi219|CAMPEP_0187760200 Emihu1|110368 Emi374|CAMPEP_0187578460 Emi379|CAMPEP_0187645040 Emi370|CAMPEP_0187676282
OG1_5_6956: Emi219|CAMPEP_0187805714 Emihu1|460579 Emi374|CAMPEP_0187584188 Emi370|CAMPEP_0187734018 Emi379|CAMPEP_0187625250
