KeggID	Kegg Definition	Module ID	Module Definition	Submodule1	Submodule2	SuperModule
K01655	LYS21, LYS20; homocitrate synthase [EC:2.3.3.14]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K17450	ACO2; homoaconitase [EC:4.2.1.-]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K01705	LYS4; homoaconitate hydratase [EC:4.2.1.36]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K05824	LYS12; homoisocitrate dehydrogenase [EC:1.1.1.87]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00838	ARO8; aromatic amino acid aminotransferase I [EC:2.6.1.57 2.6.1.27 2.6.1.5]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00143	LYS2; L-aminoadipate-semialdehyde dehydrogenase [EC:1.2.1.31]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00293	LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K01655	LYS21, LYS20; homocitrate synthase [EC:2.3.3.14]	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K10977	aksA; methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K17450	ACO2; homoaconitase [EC:4.2.1.-]	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K01705	LYS4; homoaconitate hydratase [EC:4.2.1.36]	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K16792	aksD; methanogen homoaconitase large subunit [EC:4.2.1.114]	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K16793	aksE; methanogen homoaconitase small subunit [EC:4.2.1.114]	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K05824	LYS12; homoisocitrate dehydrogenase [EC:1.1.1.87]	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K10978	aksF; methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K05827	lysX; alpha-aminoadipate--LysW ligase LysX [EC:6.3.2.-]	M00031	Lysine biosynthesis, 2-aminoadipate => lysine [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K05828	lysZ; acetylglutamate/LysW-gamma-L-alpha-aminoadipate kinase [EC:2.7.2.8 2.7.2.-]	M00031	Lysine biosynthesis, 2-aminoadipate => lysine [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K05829	lysY; N-acetyl-gamma-glutamyl-phosphate/LysW-gamma-L-alpha-aminoadipyl-6-phosphate reductase [EC:1.2.1.38 1.2.1.-]	M00031	Lysine biosynthesis, 2-aminoadipate => lysine [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K05830	lysJ; acetylornithine/LysW-gamma-L-lysine aminotransferase [EC:2.6.1.11 2.6.1.-]	M00031	Lysine biosynthesis, 2-aminoadipate => lysine [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K05831	argE1, lysK; LysW-gamma-L-lysine carboxypeptidase	M00031	Lysine biosynthesis, 2-aminoadipate => lysine [PATH:map01210 map01230 map00300]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00291	E1.5.1.8; saccharopine dehydrogenase (NADP+, L-lysine forming) [EC:1.5.1.8]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00292	E1.5.1.9; saccharopine dehydrogenase (NAD+, L-glutamate forming) [EC:1.5.1.9]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00293	LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K14157	AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00143	LYS2; L-aminoadipate-semialdehyde dehydrogenase [EC:1.2.1.31]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K01782	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K01692	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K07515	HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K07511	ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K10977	aksA; methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate [PATH:map01210 map00680]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K16792	aksD; methanogen homoaconitase large subunit [EC:4.2.1.114]	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate [PATH:map01210 map00680]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K16793	aksE; methanogen homoaconitase small subunit [EC:4.2.1.114]	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate [PATH:map01210 map00680]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K10978	aksF; methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate [PATH:map01210 map00680]	Lysine metabolism	Nucleotide and amino acid metabolism	Pathway module
K00931	proB; glutamate 5-kinase [EC:2.7.2.11]	M00015	Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00147	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	M00015	Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K12657	ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]	M00015	Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00286	E1.5.1.2, proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	M00015	Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00619	argA; amino-acid N-acetyltransferase [EC:2.3.1.1]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00618	E2.3.1.1; amino-acid N-acetyltransferase [EC:2.3.1.1]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K11067	NAGS; N-acetylglutamate synthase [EC:2.3.1.1]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K14681	argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K14682	argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00930	argB; acetylglutamate kinase [EC:2.7.2.8]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K05828	lysZ; acetylglutamate/LysW-gamma-L-alpha-aminoadipate kinase [EC:2.7.2.8 2.7.2.-]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K05829	lysY; N-acetyl-gamma-glutamyl-phosphate/LysW-gamma-L-alpha-aminoadipyl-6-phosphate reductase [EC:1.2.1.38 1.2.1.-]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K12659	ARG56; N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00818	E2.6.1.11, argD; acetylornithine aminotransferase [EC:2.6.1.11]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K05830	lysJ; acetylornithine/LysW-gamma-L-lysine aminotransferase [EC:2.6.1.11 2.6.1.-]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K01438	argE; acetylornithine deacetylase [EC:3.5.1.16]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K14677	ACY1; aminoacylase [EC:3.5.1.14]	M00028	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K01948	CPS1; carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]	M00029	Urea cycle [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00611	OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]	M00029	Urea cycle [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K01940	E6.3.4.5, argG; argininosuccinate synthase [EC:6.3.4.5]	M00029	Urea cycle [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K01755	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	M00029	Urea cycle [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K14681	argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	M00029	Urea cycle [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K01476	E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]	M00029	Urea cycle [PATH:map01230 map00330]	Arginine and proline metabolism	Nucleotide and amino acid metabolism	Pathway module
K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]	M00026	Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]	Histidine metabolism	Nucleotide and amino acid metabolism	Pathway module
K02502	hisZ; ATP phosphoribosyltransferase regulatory subunit	M00026	Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]	Histidine metabolism	Nucleotide and amino acid metabolism	Pathway module
K01523	hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	M00026	Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]	Histidine metabolism	Nucleotide and amino acid metabolism	Pathway module
K01496	hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	M00026	Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]	Histidine metabolism	Nucleotide and amino acid metabolism	Pathway module
K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	M00026	Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]	Histidine metabolism	Nucleotide and amino acid metabolism	Pathway module
