KeggID	K1_Kegg Definition	K1_Pathway	K1_Subgroup	K1_Group
K00613	GATM; glycine amidinotransferase [EC:2.1.4.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00542	GAMT; guanidinoacetate N-methyltransferase [EC:2.1.1.2]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K08688	E3.5.3.3; creatinase [EC:3.5.3.3]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K17103	CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00499	E1.14.15.7; choline monooxygenase [EC:1.14.15.7]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00108	E1.1.99.1, betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K11440	gbsB; choline dehydrogenase [EC:1.1.1.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K17755	codA; choline oxidase [EC:1.1.3.17]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00130	betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00544	BHMT; betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00315	DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00301	E1.5.3.1; sarcosine oxidase [EC:1.5.3.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00302	soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00303	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00305	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00304	soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00314	SARDH; sarcosine dehydrogenase [EC:1.5.8.3]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00552	GNMT; glycine N-methyltransferase [EC:2.1.1.20]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K01697	E4.2.1.22, CBS; cystathionine beta-synthase [EC:4.2.1.22]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K17217	mccB; cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K01752	E4.3.1.17, sdaA; L-serine dehydratase [EC:4.3.1.17]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K17989	SDS, SDH, CHA1; L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K01753	dsdA; D-serine dehydratase [EC:4.3.1.18]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K12235	SRR; serine racemase [EC:5.1.1.18]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K01694	TRP; tryptophan synthase [EC:4.2.1.20]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K01695	trpA; tryptophan synthase alpha chain [EC:4.2.1.20]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K01696	trpB; tryptophan synthase beta chain [EC:4.2.1.20]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K06001	K06001, trpB; tryptophan synthase beta chain [EC:4.2.1.20]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00836	E2.6.1.76, ectB; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K06718	ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K06720	ectC; L-ectoine synthase [EC:4.2.1.108]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K10674	ectD; ectoine hydroxylase [EC:1.14.11.-]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K13745	ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K15783	doeA; ectoine hydrolase	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K15784	doeB; N-alpha-acetyl-L-2,4-diaminobutyrate deacetylase [EC:3.5.1.-]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K15785	doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.-]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K15786	doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	Amino acid metabolism	Metabolism
K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01738	cysK; cysteine synthase A [EC:2.5.1.47]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K12339	cysM; cysteine synthase B [EC:2.5.1.47]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K13034	ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K17069	MET17; O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K17217	mccB; cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01760	metC; cystathionine beta-lyase [EC:4.4.1.8]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K14155	patB, malY; cystathione beta-lyase [EC:4.4.1.8]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01697	E4.2.1.22, CBS; cystathionine beta-synthase [EC:4.2.1.22]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K17216	mccA; O-acetylserine dependent cystathionine beta-synthase	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00544	BHMT; betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00547	mmuM; homocysteine S-methyltransferase [EC:2.1.1.10]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00548	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01611	speD, AMD1; S-adenosylmethionine decarboxylase [EC:4.1.1.50]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00797	speE, SRM; spermidine synthase [EC:2.5.1.16]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00802	SMS; spermine synthase [EC:2.5.1.22]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K18284	K18284; adenosylhomocysteine/aminodeoxyfutalosine nucleosidase [EC:3.2.2.9 3.2.2.30]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01244	MTN; 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00899	mtnK; 5-methylthioribose kinase [EC:2.7.1.100]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00772	E2.4.2.28, mtaP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K08963	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K08964	mtnB; methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K16054	DEP1; methylthioribulose 1-phosphate dehydratase / enolase-phosphatase E1 [EC:4.2.1.109 3.1.3.77]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K08965	mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K08966	mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K09880	mtnC, ENOPH1; enolase-phosphatase E1 [EC:3.1.3.77]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K08967	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00838	ARO8; aromatic amino acid aminotransferase I [EC:2.6.1.57 2.6.1.27 2.6.1.5]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K08969	mtnE, mtnV; aminotransferase [EC:2.6.1.-]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00815	TAT; tyrosine aminotransferase [EC:2.6.1.5]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K17398	DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K17399	DNMT3B; DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01251	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K17462	yrrT; putative AdoMet-dependent methyltransferase [EC:2.1.1.-]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K07173	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K05933	E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00928	lysC; aspartate kinase [EC:2.7.2.4]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K12526	lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00651	metA; homoserine O-succinyltransferase [EC:2.3.1.46]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01739	metB; cystathionine gamma-synthase [EC:2.5.1.48]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00641	metX; homoserine O-acetyltransferase [EC:2.3.1.31]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01740	E2.5.1.49, metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K10764	metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00456	CDO1; cysteine dioxygenase [EC:1.13.11.20]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K14455	GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00811	ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00813	aspC; aspartate aminotransferase [EC:2.6.1.1]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K09758	asdA; aspartate 4-decarboxylase [EC:4.1.1.12]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K05396	dcyD; D-cysteine desulfhydrase [EC:4.4.1.15]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K05395	E1.8.1.6; cystine reductase [EC:1.8.1.6]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K16843	slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K16844	K16844, comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K16845	suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K16846	suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K17950	cuyA; L-cysteate sulfo-lyase [EC:4.4.1.25]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01752	E4.3.1.17, sdaA; L-serine dehydratase [EC:4.3.1.17]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K17989	SDS, SDH, CHA1; L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K08968	E1.8.4.14; L-methionine (R)-S-oxide reductase [EC:1.8.4.14]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01450	def; formylmethionine deformylase [EC:3.5.1.31]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K01761	E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]	00270 Cysteine and methionine metabolism [PATH:ko00270]	Amino acid metabolism	Metabolism
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	00280 Valine, leucine and isoleucine degradation [PATH:ko00280]	Amino acid metabolism	Metabolism
K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]	00280 Valine, leucine and isoleucine degradation [PATH:ko00280]	Amino acid metabolism	Metabolism
K00271	vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23]	00280 Valine, leucine and isoleucine degradation [PATH:ko00280]	Amino acid metabolism	Metabolism
K00263	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	00280 Valine, leucine and isoleucine degradation [PATH:ko00280]	Amino acid metabolism	Metabolism
